% Rf_ohm  gamma_3ph  gamma_slg
(151,0.7833)  % SLG=0.7127
(152,0.7824)  % SLG=0.7118
(153,0.7816)  % SLG=0.7108
(154,0.7807)  % SLG=0.7099
(155,0.7799)  % SLG=0.7089
(156,0.7790)  % SLG=0.7080
(157,0.7782)  % SLG=0.7070
(158,0.7774)  % SLG=0.7061
(159,0.7765)  % SLG=0.7052
(160,0.7757)  % SLG=0.7042
(161,0.7749)  % SLG=0.7033
(162,0.7741)  % SLG=0.7024
(163,0.7733)  % SLG=0.7015
(164,0.7724)  % SLG=0.7006
(165,0.7716)  % SLG=0.6997
(166,0.7708)  % SLG=0.6988
(167,0.7700)  % SLG=0.6979
(168,0.7692)  % SLG=0.6970
(169,0.7684)  % SLG=0.6961
(170,0.7676)  % SLG=0.6952
(171,0.7668)  % SLG=0.6944
(172,0.7660)  % SLG=0.6935
(173,0.7653)  % SLG=0.6926
(174,0.7645)  % SLG=0.6918
(175,0.7637)  % SLG=0.6909
(176,0.7629)  % SLG=0.6901
(177,0.7622)  % SLG=0.6892
(178,0.7614)  % SLG=0.6884
(179,0.7606)  % SLG=0.6875
(180,0.7599)  % SLG=0.6867
(181,0.7591)  % SLG=0.6859
(182,0.7583)  % SLG=0.6850
(183,0.7576)  % SLG=0.6842
(184,0.7568)  % SLG=0.6834
(185,0.7561)  % SLG=0.6826
(186,0.7554)  % SLG=0.6818
(187,0.7546)  % SLG=0.6810
(188,0.7539)  % SLG=0.6802
(189,0.7531)  % SLG=0.6794
(190,0.7524)  % SLG=0.6786
(191,0.7517)  % SLG=0.6778
(192,0.7510)  % SLG=0.6770
(193,0.7502)  % SLG=0.6762
(194,0.7495)  % SLG=0.6754
(195,0.7488)  % SLG=0.6747
(196,0.7481)  % SLG=0.6739
(197,0.7474)  % SLG=0.6731
(198,0.7467)  % SLG=0.6723
(199,0.7460)  % SLG=0.6716
(200,0.7453)  % SLG=0.6708
