time,Va_kV,Vb_kV,Vc_kV
1.9740044493882092,-8.563387824786345,6.679879001522957,1.8835088232627193
1.9741045606229144,-8.6462318495808,6.486910300989234,2.159321548590892
1.9742046718576196,-8.720524095579268,6.287525554374795,2.4329985412037907
1.9743047830923248,-8.786191082117593,6.081921968311446,2.7042691138054615
1.97440489432703,-8.843167859567965,5.870302900332521,2.9728649592347525
1.9745050055617352,-8.891398073578058,5.652877657738942,3.2385204158384227
1.9746051167964405,-8.930834020809392,5.429861290580867,3.5009727302278284
1.9747052280311457,-8.961436696120682,5.201474378951353,3.7599623171686285
1.974805339265851,-8.983175831145738,4.967942814822355,4.015233016322682
1.974905450500556,-8.996029924232072,4.729497578613845,4.266532345617524
1.9750055617352613,-8.999986261707019,4.486374510743412,4.5136117509629035
1.9751056729699665,-8.995040930452904,4.23881407835532,4.756226852096881
1.9752057842046717,-8.98119882177729,3.987061137487295,4.994137684289295
1.975305895439377,-8.958473626574976,3.731364690882192,5.227108935692084
1.9754060066740824,-8.926887821786911,3.4719776417117276,5.454910180074487
1.9755061179087876,-8.886472648168812,3.2091565434334073,5.677316104734712
1.9756062291434928,-8.837268079391091,2.943161346036793,5.894106733353607
1.975706340378198,-8.77932278250297,2.674255138939934,6.10506764356235
1.9758064516129032,-8.71269406979592,2.402703890767286,6.309990179027953
1.9759065628476085,-8.637447842117846,2.128776186289421,6.508671655827749
1.9760066740823137,-8.553658523693105,1.8527429607753356,6.700915562917102
1.9761067853170189,-8.46140898850934,1.574877232009984,6.886531756498698
1.976206896551724,-8.360790478351234,1.2954538302669656,7.0653366480836155
1.9763070077864293,-8.251902512552794,1.0147491264725208,7.237153386079629
1.9764071190211345,-8.13485278956811,0.7330407588618042,7.401812030705672
1.9765072302558397,-8.009757080446265,0.4506073583655127,7.559149722080128
1.976607341490545,-7.876739114328369,0.16772827303090965,7.709010841296843
1.9767074527252502,-7.735930456066965,-0.11531670828170903,7.85124716434807
1.9768075639599554,-7.587470376099658,-0.39824763262835056,7.985718008727416
1.9769076751946606,-7.431505712701815,-0.6807846598729411,8.112290372574176
1.977007786429366,-7.268190726748565,-0.9626483394775889,8.230839066225586
1.9771078976640712,-7.09768694914297,-1.2435598868932018,8.341246836035618
1.9772080088987765,-6.920163021048143,-1.5232414593016212,8.443404480349225
1.9773081201334817,-6.735794527086316,-1.801416430426248,8.537210957512038
1.9774082313681869,-6.544763821676884,-2.0778096641293424,8.622573485805715
1.977508342602892,-6.347259848668733,-2.3521477865505607,8.699407635218797
1.9776084538375973,-6.143477954465968,-2.6241594564864417,8.767637410951929
1.9777085650723025,-5.933619694809808,-2.8935756337753546,8.827195328584699
1.9778086763070077,-5.71789263543056,-3.160129845390758,8.87802248082087
1.977908787541713,-5.496510146743312,-3.423558449011007,8.92006859575389
1.9780088987764182,-5.269691192814653,-3.6836008937738973,8.95329208658814
1.9781090100111234,-5.037660114785061,-3.939999977987912,8.977660092772581
1.9782091212458286,-4.80064640898082,-4.192502103521278,8.993148512501723
1.9783092324805338,-4.558884499927409,-4.440857526627066,8.999742026554118
1.978409343715239,-4.3126135084798385,-4.684820604965043,8.997434113444545
1.9785094549499445,-4.0620770153200665,-4.924150040554245,8.986227055873995
1.9786095661846497,-3.807522820034688,-5.158609118437746,8.966131938472136
1.9787096774193549,-3.549202696019524,-5.387965940814159,8.937168636833407
1.97880978865406,-3.2873721414631243,-5.611993656396264,8.899365797859131
1.9789098998887653,-3.022290126632221,-5.830470684790744,8.85276081142273
1.9790100111234705,-2.754218837738069,-6.043180935651537,8.797399773389392
1.9791101223581757,-2.483423417606744,-6.249914022415868,8.733337440022417
1.979210233592881,-2.2101717034405333,-6.450465470386371,8.660637173826732
1.9793103448275862,-1.9347339618988137,-6.64463691897804,8.579370880876702
1.9794104560622914,-1.6573826217917302,-6.832236317906088,8.48961893969769
1.9795105672969966,-1.3783920046205016,-7.013078117143213,8.391470121763607
1.9796106785317018,-1.0980380532556178,-7.186983450440417,8.28502150369595
1.979710789766407,-0.8165980590114865,-7.353780312237527,8.17037837124895
1.9798109010011122,-0.5343503873772011,-7.513303727794052,8.04765411517121
1.9799110122358174,-0.25157420270009817,-7.6653959163569,7.9169701190569794
1.9800111234705229,0.031450807937100034,-7.809906447222114,7.778455639285017
1.980111234705228,0.31444471134086727,-7.946692388518322,7.632247677177479
1.9802113459399333,0.5971276050850899,-8.075618448578973,7.47849084349393
1.9803114571746385,0.8792198943588505,-8.196557109757324,7.317337215398541
1.9804115684093437,1.1604425684997477,-8.309388754547868,7.14894618604821
1.980511679644049,1.4405174769647449,-8.414001783900614,6.973484306935982
1.9806117908787542,1.7191676044340196,-8.510292727597745,6.7911251231638605
1.9807119021134594,1.996117344807209,-8.598166346596233,6.6020490017891795
1.9808120133481646,2.271092773795676,-8.677535727225191,6.406442953429693
1.9809121245828698,2.543821919851444,-8.748322367149372,6.204500447298126
1.981012235817575,2.814035033174611,-8.810456253015852,5.99642121984146
1.9811123470522802,3.0814648525084736,-8.863875929700502,5.782411077192268
1.9812124582869854,3.345846869488977,-8.908528561093558,5.562681691604844
1.9813125695216907,3.606919590255816,-8.944369982357003,5.337450392101468
1.9814126807563959,3.864424794097324,-8.971364743608213,5.106939949511192
1.981512791991101,4.118107788842792,-8.989486144981568,4.871378356139098
1.9816129032258065,4.367717662779772,-8.998716263037396,4.630998600257966
1.9817130144605117,4.613007532818335,-8.9990459684891,4.386038435671124
1.981813125695217,4.853734788679982,-8.990474935233035,4.136740146553431
1.9819132369299222,5.0896613328601426,-8.973011640670828,3.883350307811082
1.9820133481646274,5.320553816118611,-8.94667335732487,3.626119541206675
1.9821134593993326,5.546183868285649,-8.911486135754132,3.3653022674689166
1.9822135706340378,5.766328324134751,-8.86748477878822,3.10115645465392
1.982313681868743,5.980769444107674,-8.814712807105368,2.833943362998161
1.9824137931034482,6.1892951296808825,-8.753222416185992,2.563927286505592
1.9825139043381534,6.3916991331408735,-8.683074424688927,2.291375291548552
1.9826140155728587,6.587781261584828,-8.604338214295389,2.0165569527110767
1.9827141268075639,6.777347574920716,-8.51709166108726,1.7397440861670732
1.982814238042269,6.960210577694422,-8.421421058519455,1.4612104808255755
1.9829143492769743,7.136189404531484,-8.317421032071683,1.1812316275407557
1.9830144605116795,7.305109999031943,-8.205194445653907,0.9000844466225351
1.983114571746385,7.466805285920806,-8.084852299868695,0.6180470139484718
1.9832146829810902,7.621115336300186,-7.956513622222206,0.33539828592261667
1.9833147942157954,7.767887525832659,-7.820305349395454,0.05241782356340167
1.9834149054505006,7.906976685694474,-7.676362201697608,-0.23061448399624895
1.9835150166852058,8.038245246162301,-7.524826549814028,-0.5134186963476451
1.983615127919911,8.161563372678401,-7.365848273992217,-0.7957150986855472
1.9837152391546162,8.27680909426564,-7.199584615800736,-1.0772244784642577
1.9838153503893214,8.383868424169071,-7.026200022601286,-1.35766840156713
1.9839154616240267,8.482635472594154,-6.845865984902607,-1.6367694876908858
1.9840155728587319,8.573012551442883,-6.658760866738348,-1.9142516847038658
1.984115684093437,8.654910270931863,-6.465069729256733,-2.189840541674453
1.9842157953281423,8.728247628008193,-6.2649841476756425,-2.4632634803318685
1.9843159065628475,8.792952086465272,-6.058702021805802,-2.7342500646587835
1.9844160177975527,8.848959648688522,-5.846427380307856,-3.0025322683799764
1.984516129032258,8.89621491895296,-5.62837017889463,-3.2678447400576354
1.9846162402669631,8.934671158213385,-5.404746092671477,-3.5299250655412115
1.9847163515016686,8.964290330333965,-5.1757763028116734,-3.7885140275215923
1.9848164627363738,8.985043139707795,-4.941687277797084,-4.043355861910011
1.984916573971079,8.996909060233047,-4.70271054942132,-4.294198510811025
1.9850166852057842,8.999876355614814,-4.459082483784567,-4.540793871829544
1.9851167964404894,8.993942090972983,-4.211044047515684,-4.782898043456597
1.9852169076751947,8.979112135745137,-3.9588405694308935,-5.020271566313542
1.9853170189098999,8.955401157881406,-3.7027214978921537,-5.252679659988553
1.985417130144605,8.922832609336329,-3.4429401540765285,-5.479892455259103
1.9855172413793103,8.88143870287377,-3.17975348142974,-5.701685221443336
1.9856173526140155,8.831260380205121,-2.9134217915221132,-5.917838588682319
1.9857174638487207,8.772347271496034,-2.644208506588303,-6.128138764907046
1.985817575083426,8.704757646277237,-2.3723798989760274,-6.332377747300531
1.9859176863181311,8.628558355811958,-2.0982048277853678,-6.530353528025915
1.9860177975528364,8.543824766975913,-1.8219544729497565,-6.721870294025488
1.9861179087875416,8.45064068771176,-1.5439020670115067,-6.906738620699592
1.986218020022247,8.349098284138748,-1.2643226248810822,-7.084775659257014
1.9863181312569522,8.239297989392664,-0.9834926718235334,-7.255805317568487
1.9864182424916574,8.12134840428851,-0.7016899699509745,-7.419658434336901
1.9865183537263627,7.99536618990892,-0.4191932435019108,-7.576172946406385
1.9866184649610679,7.861475952214101,-0.13628190315369185,-7.7251940490597955
1.986718576195773,7.719810118800724,0.1467642303276676,-7.866574349127789
1.9868186874304783,7.570508807917128,0.4296652028596144,-8.000174010776151
1.9869187986651835,7.41371968987984,0.7121412039306905,-8.125860893809952
1.9870189098998887,7.2495978410121245,0.9939128433625158,-8.243510684374073
1.987119021134594,7.078305590266272,1.2747014276396944,-8.353007017905412
1.9872191323692991,6.900012358663873,1.554229235565964,-8.454241594229298
1.9873192436040044,6.714894491727253,1.8322197929484374,-8.547114284675166
1.9874193548387096,6.523135085062495,2.1083981460485486,-8.631533231110533
1.9875194660734148,6.324923803259265,2.3824911335391596,-8.707414936797932
1.98761957730812,6.1204566923037,2.6542276566738408,-8.774684348977063
1.9877196885428254,5.9099359856683265,2.923338947432007,-8.833274933099872
1.9878197997775306,5.693569904292949,3.1895588343439676,-8.883128738636472
1.9879199110122359,5.471572450636229,3.4526240057576842,-8.924196456393487
1.988020022246941,5.24416319700853,3.7122742702767626,-8.956437467284882
1.9881201334816463,5.011567068403915,3.968252814102843,-8.979819882506368
1.9882202447163515,4.774014120025713,4.220306455051422,-8.994320575076761
1.9883203559510567,4.531739309751195,4.46818589296083,-8.99992520271167
1.988420467185762,4.284982265734458,4.711645956275403,-8.996628222009527
1.9885205784204671,4.03398704939852,4.950445844535933,-8.984432893934137
1.9886206896551724,3.7790019140428575,5.1843493665470595,-8.963351280589622
1.9887208008898776,3.520279059295691,5.413125173994272,-8.933404233289687
1.9888209121245828,3.258074381676799,5.636546990258163,-8.894621371934708
1.988921023359288,2.9926472214889834,5.854393834225776,-8.847041055714527
1.9890211345939932,2.7242601063184244,6.066450238851227,-8.790710345169439
1.9891212458286984,2.4531784913673276,6.2725064642752315,-8.725684955642366
1.9892213570634039,2.1796704969053633,6.472358705268322,-8.652029202173516
1.989321468298109,1.9040066430755267,6.665809292812064,-8.569815935887442
1.9894215795328143,1.626459582326175,6.852666889610699,-8.479126471936748
1.9895216907675195,1.3473038297440787,7.032746679333402,-8.380050509077375
1.9896218020022247,1.0668154915301682,7.205870549417044,-8.27268604094713
1.98972191323693,0.7852719919176343,7.371867267227818,-8.15713925914539
1.9898220244716351,0.5029517987712473,7.5305726494277305,-8.03352444819894
1.9899221357063404,0.22013414816455443,7.681829724362386,-7.901963872526923
1.9900222469410456,-0.06290123180268771,7.8254888873163235,-7.762587655513641
1.9901223581757508,-0.34587439768396666,7.961408048487182,-7.6155336508032425
1.990222469410456,-0.628505467563128,8.08945277351914,-7.460947305956061
1.9903225806451612,-0.9105148978869854,8.209496416472607,-7.298981518585691
1.9904226918798664,-1.1916237599469213,8.321420245082958,-7.129796485136131
1.9905228031145716,-1.4715540157686753,8.425113558199229,-6.953559542430668
1.9906229143492769,-1.7500287931048555,8.520473795272688,-6.770445002167969
1.990723025583982,-2.026772659290672,8.607406637800013,-6.5806339785095
1.9908231368186875,-2.3015118936606656,8.685826102608942,-6.384314208948457
1.9909232480533927,-2.5739747582822483,8.755654626903324,-6.181679868621276
1.991023359288098,-2.843891766728044,8.816823144979223,-5.972931378251403
1.9911234705228031,-3.110995950611521,8.86927115653445,-5.758275205923173
1.9912235817575084,-3.375023123645824,8.912946786509574,-5.5379236628640145
1.9913236929922136,-3.635712142941059,8.947806836395475,-5.3120946934547
1.9914238042269188,-3.892805167291634,8.97381682695972,-5.081011659668389
1.991523915461624,-4.146047912207322,8.990951032349928,-4.844903120142929
1.9916240266963292,-4.395189901412474,8.999192505537854,-4.604002604125723
1.9917241379310344,-4.639984714593355,8.99853309508176,-4.3585483804887675
1.9918242491657396,-4.880190231119324,8.988973453188585,-4.108783222069642
1.9919243604004448,-5.115568869525566,8.970523035068839,-3.8549541655436728
1.99202447163515,-5.345887822492226,8.943200089584955,-3.5973122670931468
1.9921245828698553,-5.570919287114504,8.907031641201403,-3.3361123540873345
1.9922246941045605,-5.790440690214355,8.862053463255496,-3.071612773041592
1.992324805339266,-6.004234908480708,8.808310042575268,-2.8040751340950276
1.9924249165739711,-6.212090483222568,8.745854535478465,-2.5337640522563825
1.9925250278086764,-6.413801829519854,8.674748715196095,-2.260946885676742
1.9926251390433816,-6.6091694395572755,8.595062910775681,-1.9858934712189227
1.9927252502780868,-6.798000079958505,8.50687593751844,-1.708875857560468
1.992825361512792,-6.9801069829029965,8.410275019027285,-1.4301680361248323
1.9929254727474972,-7.155310030858981,8.305355700933509,-1.150045670075087
1.9930255839822024,-7.323435934728087,8.19222175639772,-0.8687858216702041
1.9931256952169076,-7.48431840524647,8.07098508346727,-0.5866666782213855
1.9932258064516128,-7.637798317452638,7.941765594403889,-0.30396727695184783
1.993325917686318,-7.783723868078749,7.804691097077843,-0.020967228999702152
1.9934260289210233,-7.921950725691122,7.659897168560012,0.2620535571304907
1.9935261401557285,-8.052342173448723,7.5075270210224865,0.5448151524256081
1.9936262513904337,-8.174769244324777,7.347731360092229,0.8270378842319097
1.993726362625139,-8.289110848663737,7.18066823579365,1.1084426128694393
1.9938264738598441,-8.395253893951153,7.0065028862210355,1.388751007729462
1.9939265850945496,-8.493093396667783,6.825407574109707,1.6676858225574134
1.9940266963292548,-8.582532586127622,6.637561416453417,1.9449711696735341
1.99412680756396,-8.663483000192283,6.44315020734192,2.2203327928496877
1.9942269187986652,-8.735864572764577,6.242366234201331,2.4934983385625644
1.9943270300333704,-8.799605712982286,6.035408087601679,2.7641976253799196
1.9944271412680756,-8.854643376024864,5.822480464841571,3.0321629111826023
1.9945272525027808,-8.900923125471389,5.6037939674810655,3.297129157989629
1.994627363737486,-8.938399187140716,5.379564893046919,3.558834294093099
1.9947274749721913,-8.967034494366949,5.150015021091612,3.817019473274638
1.9948275862068965,-8.986800724660108,4.915371393843039,4.071429330816367
1.9949276974416017,-8.997678327720012,4.67586609163677,4.32181223608254
1.995027808676307,-8.999656544772563,4.431736003373421,4.56792054139844
1.9951279199110121,-8.992733419211108,4.1832225922202895,4.809510826990117
1.9952280311457173,-8.976915798531639,3.9305716567797644,5.046344141751173
1.9953281423804226,-8.952219327560304,3.674033087983055,5.2781862395765495
1.995428253615128,-8.91866843297903,3.413860621921815,5.504807811056519
1.9955283648498332,-8.876296299166228,3.1503115888903626,5.725984710275171
1.9956284760845384,-8.825144835374797,2.883646658863787,5.94149817651032
1.9957285873192436,-8.765264634280003,2.6141295836726344,6.151135050606684
1.9958286985539488,-8.696714921940865,2.3420269361391224,6.354687985801064
1.995928809788654,-8.619563499219351,2.067607846408622,6.551955652810056
1.9960289210233593,-8.533886674722176,1.7911437357674023,6.742742938954106
1.9961290322580645,-8.439769189323917,1.51290804817948,6.926861141143778
1.9962291434927697,-8.337304132352584,1.2331759798327564,7.104128152519176
1.996329254727475,-8.226592849518447,0.9522242069521829,7.274368642565621
1.9964293659621801,-8.107744842672787,0.6703306121389142,7.43741423053324
1.9965294771968853,-7.9808776615054615,0.3877740095314647,7.593103651973373
1.9966295884315906,-7.846116787275913,0.10483386902924403,7.741282918246056
1.9967296996662958,-7.703595508706358,-0.1782099601161972,7.881805468821954
1.996829810901001,-7.553454790145243,-0.4610775261014689,8.014532316246124
1.9969299221357062,-7.395843132146934,-0.7434890514567204,8.139332183603075
1.9970300333704116,-7.230916424589066,-1.0251652097749422,8.256081634363444
1.9971301446051168,-7.058837792489566,-1.3058274019798115,8.364665194468827
1.997230255839822,-6.879777434662046,-1.5851980318843786,8.464975466545887
1.9973303670745273,-6.693912455374207,-1.8630007807577518,8.556913236131436
1.9974304783092325,-6.5014266891829,-2.13896088061822,8.640387569800613
1.9975305895439377,-6.302510519103153,-2.4128053860066587,8.71531590510932
1.997630700778643,-6.097360688306861,-2.6842634439472333,8.781624132253619
1.9977308120133481,-5.886180105531195,-2.9530665618386216,8.839246667369357
1.9978309232480533,-5.669177644381234,-3.2189488730203926,8.888126517401185
1.9979310344827585,-5.446567936744236,-3.4816473997275224,8.928215336471332
1.9980311457174638,-5.218571160496163,-3.7409023132030246,8.959473473698779
1.998131256952169,-4.985412821735497,-3.9964571906806974,8.981870012415806
1.9982313681868742,-4.74732353173403,-4.248059269014173,8.995382800747832
1.9983314794215794,-4.504538778851563,-4.495459694671445,8.999998473522657
1.9984315906562846,-4.2572986956131915,-4.73841376987715,8.995712465490008
1.99853170189099,-4.005847821206127,-4.976681194630921,8.982529015836736
1.9986318131256953,-3.750434859609343,-5.210026304385069,8.960461163994118
1.9987319243604005,-3.4913124336036434,-5.4382183031371305,8.929530736740501
1.9988320355951057,-3.228736834915076,-5.661031491698764,8.889768326613588
1.998932146829811,-2.962967770716465,-5.878245490935175,8.84121326165141
1.9990322580645161,-2.6942681067600844,-6.089645459734221,8.783913566494096
1.9991323692992213,-2.4229036073864636,-6.2950223074983604,8.717925914884635
1.9992324805339265,-2.1491426726564877,-6.4941729009563955,8.643315573612716
1.9993325917686318,-1.8732560728912286,-6.686900265071751,8.560156337962832
1.999432703003337,-1.5955166808516603,-6.87301377787146,8.468530458722997
1.9995328142380422,-1.3161992018547815,-7.052329358980191,8.36852856083487
1.9996329254727474,-1.0355799020612062,-7.224669651695066,8.260249553756191
1.9997330367074526,-0.7539363352350577,-7.389864198399704,8.143800533634703
1.9998331479421578,-0.47154706821414427,-7.5477496091647085,8.019296677378815
1.999933259176863,-0.18869140539437607,-7.698169723347921,7.886861128742283
2.0000333704115683,0.009435088753059373,-7.840975764053196,7.746624876522609
2.0001334816462735,0.03772998602757917,-7.976026485280187,7.598726625004426
2.0002335928809787,0.06598756548539093,-8.103188311626026,7.443312656772168
2.000333704115684,0.09417987823832233,-8.222335470404847,7.280536688021698
2.000433815350389,0.12227903995151235,-8.333350116042855,7.110559716527826
2.0005339265850943,0.15025725842394702,-8.436122446639954,6.933549862400602
2.0006340378197995,0.1780868610762415,-8.530550812568963,6.749682201806688
2.0007341490545048,0.20574032232172718,-8.61654181701776,6.559138593800648
2.0008342602892104,0.23319029079063863,-8.694010408363345,6.362107500457142
2.0009343715239156,0.2604096163830947,-8.762879964295754,6.158783800465011
2.001034482758621,0.2873713771224078,-8.823082367602757,5.9493685963789025
2.001134593993326,0.31404890578334876,-8.874558073543787,5.734069015710546
2.0012347052280313,0.34041581626737494,-8.917256168742773,5.5130980060692885
2.0013348164627365,0.3664460297012527,-8.951134421546795,5.286674124534556
2.0014349276974417,0.3921138002302784,-8.976159323795176,5.055021321492698
2.001535038932147,0.41739374048354233,-8.992306123962514,4.818368719127418
2.001635150166852,0.4422608466836743,-8.999558851639318,4.576950384802921
2.0017352614015573,0.466690523377212,-8.997910333328013,4.331005099556256
2.0018353726362625,0.4906586077619943,-8.987362199538172,4.080776121918612
2.0019354838709678,0.5141413935852982,-8.967924883173877,3.8265109473212977
2.002035595105673,0.537115654591813,-8.939617609214476,3.568461063296766
2.002135706340378,0.559558667495489,-8.902468375700177,3.3068817007457256
2.0022358175750834,0.5814482344552537,-8.856513926039057,3.042031581486973
2.0023359288097886,0.6027627050297115,-8.801799712666103,2.77417266236946
2.002436040044494,0.6234809975917035,-8.738379852086,2.503569876169453
2.002536151279199,0.6435826201790197,-8.666317071349372,2.230490869559678
2.0026362625139043,0.6630476907630323,-8.585682646009449,1.9552057383796442
2.0027363737486095,0.6818569569132946,-8.496556329625696,1.6779867604932825
2.0028364849833147,0.6999918148394607,-8.399026274882596,1.399108126488536
2.00293659621802,0.7174343277923141,-8.293188946397636,1.1188456684750556
2.003036707452725,0.7341672438040486,-8.1791490253133,0.8374765872733873
2.0031368186874303,0.7501740127522765,-8.057019305756427,0.5552791782342491
2.0032369299221355,0.7654388027288704,-7.926920583279567,0.27253255599146087
2.0033370411568407,0.7799465156993842,-7.788981535381488,-0.010483621611744171
2.003437152391546,0.7936828024357111,-7.643338594239134,-0.29348943011735734
2.003537263626251,0.806634076708979,-7.490135811761876,-0.5762049553272836
2.0036373748609564,0.8187875287269625,-7.329524717117459,-0.8583505701515266
2.0037374860956616,0.8301311378042742,-7.161664166854358,-1.139647211187735
2.0038375973303673,0.8406536842516161,-6.9867201877815095,-1.4198166547339948
2.0039377085650725,0.8503447604726873,-6.804865812759108,-1.6985817919670994
2.0040378197997777,0.8591947812584042,-6.616280909551061,-1.9756669030323109
2.004137931034483,0.8671949932672997,-6.421152002923183,-2.2507979297491354
2.004238042269188,0.8743374836832005,-6.219672090156705,-2.5237027466746165
2.0043381535038933,0.8806151880415403,-6.012040450161614,-2.7941114302531016
2.0044382647385985,0.8860218972168219,-5.798462446369545,-3.0617565257979833
2.0045383759733038,0.8905522635637331,-5.579149323619788,-3.326373312016848
2.004638487208009,0.8942018062065287,-5.354317999215951,-3.5877000628486373
2.004738598442714,0.8969669154708255,-5.124190848384638,-3.8454783063229176
2.0048387096774194,0.8988448564539502,-4.8889954843229955,-4.099453080215805
2.0049388209121246,0.8998337717298841,-4.648964533078651,-4.349373184219487
2.00503893214683,0.899932683186454,-4.404335403458128,-4.594991428405709
2.005139043381535,0.8991414929927299,-4.155350052218462,-4.836064877708135
2.0052391546162402,0.8974609836957977,-3.902254744747487,-5.072355092209789
2.0053392658509455,0.8948928174467459,-3.6452998114912765,-5.303628362975483
2.0054393770856507,0.8914395343567135,-3.3847394003612115,-5.529655943205229
2.005539488320356,0.887104549984456,-3.12083122535589,-5.750214274487977
2.005639599555061,0.8818921519581966,-2.8538363116699776,-5.965085207911299
2.0057397107897663,0.8758074957347136,-2.584018737512875,-6.174056219833577
2.0058398220244715,0.8688565995003522,-2.311645372923061,-6.3769206220797825
2.0059399332591767,0.8610463382184064,-2.0369856158055955,-6.573477766377796
2.006040044493882,0.8523844368294601,-1.7603111254850423,-6.763533242808893
2.006140155728587,0.8428794626106093,-1.4818955540058605,-6.9468990720995745
2.0062402669632924,0.8325408167020262,-1.202014275477783,-7.123393891541829
2.0063403781979976,0.8213787248082854,-0.9209441137029172,-7.292843134379295
2.006440489432703,0.8094042270844571,-0.6389630683790178,-7.455079202464922
2.006540600667408,0.7966291672166997,-0.3563500401397851,-7.60994163202659
2.0066407119021132,0.7830661807076462,-0.07338455469385591,-7.757277252381994
2.0067408231368185,0.7687286823793029,0.20965351363914841,-7.896940337431577
2.0068409343715237,0.7536308531043823,0.4924842187537178,-8.028792749796951
2.0069410456062293,0.7377876257806999,0.774827819639217,-8.15270407744564
2.0070411568409345,0.721214670561202,1.056405057069045,-8.268551762680502
2.0071412680756398,0.7039283793551105,1.3369374298071472,-8.376221223357703
2.007241379310345,0.6859458496148294,1.6161474700709038,-8.475605966218662
2.00734149054505,0.6672848674257119,1.8937590179607164,-8.566607692217314
2.0074416017797554,0.6479638899137536,2.169497494611156,-8.649136393748186
2.0075417130144606,0.6280020269906356,2.4430901737622523,-8.723110443668117
2.007641824249166,0.6074190224520137,2.7142664515144133,-8.788456676034077
2.007741935483871,0.5862352344499855,2.9827581139682855,-8.845110458467682
2.0078420467185762,0.5644716153568186,3.248299602515522,-8.893015756083267
2.0079421579532815,0.5421496910416803,3.510628276493388,-8.932125186909767
2.0080422691879867,0.5192915395801725,3.7694846729534914,-8.96240006875481
2.008142380422692,0.495919769416871,4.024612763296917,-8.983810457465239
2.008242491657397,0.472057497004521,4.275760206498436,-8.996335176543276
2.0083426028921023,0.447728323939437,4.52267859869829,-8.999961838092311
2.0084427141268075,0.4229563136184246,4.765123718885176,-8.994686855069093
2.0085428253615127,0.39776596743755344,5.002855770456484,-8.980515444831708
2.008642936596218,0.37218220055913487,5.235639618388302,-8.95746162397936
2.008743047830923,0.3462303172680097,5.46324502180866,-8.925548194488487
2.0088431590656284,0.3199359859444312,5.685446861716477,-8.884806721160539
2.0089432703003336,0.2933252136754382,5.902025363647119,-8.83527750040127
2.009043381535039,0.26642432053215015,6.112766315043457,-8.77700952036475
2.009143492769744,0.23925991353751833,6.317461277126129,-8.710060412501125
2.0092436040044492,0.21185886034928017,6.515907791060566,-8.634496394553203
2.0093437152391544,0.1842482626865938,6.707909578198223,-8.550392205064018
2.0094438264738597,0.15645542952359112,6.893276734216771,-8.45783102945256
2.009543937708565,0.12850785007953008,7.071825916944323,-8.356904417739523
2.00964404894327,0.1004331666290696,7.243380527704096,-8.247712193994712
