trip,df_inf_true,tau_f_true,df_inf_hat,tau_f_hat,ifdi,kappa_n
True,-0.09820135202348448,0.02895525137166416,-0.09490225543810613,0.026683912243882318,2.4789638790583335,20.05816612697563
True,0.09694574791802742,0.0028874775913299506,0.08768158679804543,0.0055303125551144075,2.310235612595928,16.38785520897858
True,-0.32439279825434514,0.010230597709458585,-0.3206452930792214,0.010868654388237807,8.430619091699393,16.977178407623263
True,0.21045554844365005,0.009282253633761188,0.20583193171235192,0.010226882448032399,5.413253093042774,16.906253454228175
True,-0.2729872806966374,0.018035836616448423,-0.27718880960888553,0.019875784824602585,7.261354090818797,18.476667382167925
True,-0.10206842795266788,0.04284425697300559,-0.09533486251816509,0.04514179127350464,2.4697867175221386,20.847371157592193
True,0.21104466063685667,0.006300208152807254,0.20074204919453112,0.005000000000000001,5.290244337230614,16.327653395181112
True,-0.5131771794704798,0.0048862694696505116,-0.4786924900340112,0.0050006427189326986,12.615192547254532,16.32772580011745
True,-0.1663446532652907,0.01871933252977454,-0.16533772200441446,0.018825173278604668,4.3331433369521095,18.23935394503345
True,0.3478497019632197,0.009781428297447879,0.36302247969947626,0.009623562576487419,9.549555077851354,16.840732821511672
True,0.06556513669286461,0.023338995370336478,0.05993962365439449,0.020709195562972432,1.5696586276454219,18.6734428434608
True,0.4067285442339049,0.023692160689798337,0.40437435943972594,0.023902645383559414,10.575281069002399,19.44921667191865
True,0.30626389406542,0.018642480405486835,0.2873925257874635,0.01923460855072743,7.5306585430459885,18.330188629935208
True,-0.268929939535127,0.014766853103410313,-0.27504482388274387,0.01519016354406807,7.219084882298339,17.547752834426834
True,0.26389500913814345,0.011645214047894167,0.2727702097474096,0.011519403774159283,7.169991888628753,17.051210926462467
True,0.1827108964356839,0.010415625641649131,0.18296989456646526,0.011118932372935784,4.810285638787043,17.00535238732281
True,-0.8755625363632884,0.05324747454528568,-0.8845314868650944,0.053593393168153536,22.823172561812367,20.849751754619362
True,0.1892763579236447,0.043522440248112054,0.19813422692126453,0.04272101815570939,5.1387186532632345,20.884012884585083
True,-0.42191561343800765,0.010807212542145495,-0.40362053914352586,0.010117345370080905,10.61543391416469,16.894295066459616
True,-0.511475943573978,0.026660917947937738,-0.4991269417950634,0.028357613605800417,13.028421725111032,20.354447667034513
True,0.22193592611164212,0.005022563849771902,0.21512975338504725,0.005000000000000001,5.669409892853031,16.327653395181112
True,0.07619063655952393,0.006255664172907164,0.07873911320738046,0.009053961837369338,2.0717535653680548,16.779308782991645
True,0.7203515883594126,0.00903858558294612,0.7102953706356957,0.00909864976585202,18.68869101995377,16.784124602974106
True,0.6034788996264422,0.06054524947520788,0.6049621835333255,0.058859515793693425,15.569314061286013,20.98787162234526
True,-0.24818483527572133,0.018354246924436855,-0.2624064252208311,0.016130672529620235,6.88472539691319,17.70571142677902
True,0.4334712518013407,0.005361677498521355,0.44534787801857023,0.005178144710397812,11.735638492800218,16.34778706044121
True,-0.27769590234147745,0.04262422804106989,-0.28173291128412586,0.03845944365306808,7.321135372016641,20.942893542639485
True,0.09007640020007131,0.014912058611002827,0.09911857749635933,0.011390043525878243,2.605549040359431,17.03628352072225
True,-0.23976751123291573,0.0279361830403602,-0.25460629948591473,0.02601967494402501,6.6525219368279345,19.924212817598434
True,0.6378861596997472,0.05295060937206918,0.6401045848824052,0.052790694981183564,16.52274755658013,20.838185382467763
True,-0.38867699202182127,0.007556568804540603,-0.3526356654866687,0.008938362954398218,9.27883942209337,16.766848346328487
True,0.28666946345091954,0.015337457908391765,0.2792239664975458,0.01583401142406414,7.326852532530055,17.654307399061786
True,-0.3014518450713732,0.02131562624651926,-0.30895396264560365,0.021409447176556816,8.088311777092821,18.84276485430874
True,0.5735679825688276,0.011398767395492324,0.5978565228188821,0.010763635096967582,15.719899107527326,16.965452778235093
True,-0.18480040122689845,0.007528001263602801,-0.19456682479372273,0.007134421744384333,5.123238727928111,16.569636786070536
True,0.5467890157493764,0.028918258515953737,0.563808514223945,0.02837609618252312,14.716649849186684,20.357365519379986
True,0.14039398996450742,0.015391682921848858,0.13216357031244705,0.017158568957496026,3.4661001740089987,17.895285961889545
True,0.08677967696611108,0.007460292001678035,0.08261284689306096,0.005000000000000001,2.1771330282426047,16.327653395181112
True,0.061991416521483544,0.015237938212558668,0.06421192789710442,0.010039442034799185,1.6888599825483506,16.88581011566189
True,0.4742878065845042,0.025413231298964663,0.47260215991323135,0.025787629624507178,12.349686411981768,19.875466950295866
True,-0.7644510254884459,0.043833571885956664,-0.7561982902570092,0.04398365274092757,19.600960594488534,20.863878294093524
True,0.452826839259275,0.01258251155963444,0.423713930633586,0.013816324210786175,11.127391271061109,17.34199980499023
True,0.12738492240197533,0.008332381933777786,0.1283831538745266,0.008814307349964478,3.378288647280727,16.75346840031836
True,0.6556054925826189,0.025442299063127446,0.6335111510621211,0.026416179288267345,16.54999073084449,20.005205559647468
True,0.14829522802019102,0.02612636764219386,0.15599452715305392,0.024309656920099638,4.078897256588007,19.545064587160443
True,-0.4295709367147667,0.04489825630081576,-0.42346776557888915,0.045032614738476966,10.971099932615466,20.84881672864627
True,-0.2569900446190647,0.030438211480629758,-0.24462287384828374,0.032377421400100505,6.374066426930064,20.802854637204486
True,0.17032998342284988,0.037980147117821016,0.1560480118193349,0.045769814123839354,4.041462586630517,20.839582797020498
True,0.1906006779925862,0.005382314915518792,0.18022722322368648,0.005000000000000001,4.749608021336668,16.32765339518111
True,0.08954958090046727,0.012035249872949953,0.06842746556433263,0.0077174281397868515,1.801386375463104,16.63418968894593
True,-0.19110202032406295,0.004663741145027819,-0.18394601949099457,0.005000000000000001,4.84761111024295,16.327653395181112
True,-0.7947737272603721,0.022618147782355633,-0.7794369417422297,0.022857126840576357,20.392997642201735,19.19702307640312
True,-0.4469410183983718,0.023001662487997235,-0.422687067961748,0.02182045144849328,11.063901298728142,18.94316106245729
True,0.8554543556851195,0.030791163244194963,0.8347160866318598,0.03234259187870742,21.750285431496962,20.80048455884972
True,-0.679938284953663,0.015363067453712674,-0.6734292530669621,0.015956230024955997,17.669939985929368,17.675306466987454
True,-0.4317832974595782,0.016806192258988547,-0.4329473615396683,0.0166436161086258,11.356804157654416,17.79808572343426
True,-0.3203685730907231,0.003956869188106206,-0.313958813964679,0.005000000000000001,8.27389599919224,16.327653395181112
True,-0.186747837867984,0.015753497833680165,-0.19175327991272925,0.017079532190664954,5.029053274396687,17.880078046067265
True,-0.7064188378218683,0.011437367355109607,-0.6921844190190991,0.01083738726597355,18.199599562098363,16.9736817446103
True,0.3695295371837795,0.05491620963880324,0.3685478343624814,0.05497233130790139,9.503104245402852,20.87554170413533
True,-0.2806489176945869,0.031070860347175773,-0.25746752444198073,0.03252628478759689,6.7083160837192395,20.812718217084704
True,0.5521328356011718,0.04846620038126993,0.5466624716485186,0.048842605270789756,14.137449659323588,20.817598475281496
True,0.10968436994302834,0.018335657110672025,0.11685978807352375,0.018678017460386158,3.0628281203381595,18.207269479548263
True,0.24627928032121202,0.006249750675331056,0.23397718801310152,0.006129051306386336,6.163396030333138,16.456180695603642
True,0.055191713843985364,0.02521710754569453,0.049049293643173876,0.037657303682520925,1.27506092610311,20.946611342291558
True,0.2522949755946093,0.016165259023391665,0.2571355061316271,0.01600222823482436,6.746786862161053,17.683274329232816
True,-0.6576567066847372,0.030491571864324236,-0.6636232006347019,0.03167636512845758,17.297162114114197,20.750459695464446
True,0.3053862438557875,0.018407719890344253,0.29559534928981585,0.019442131833414054,7.744933926902133,18.377061801171497
True,0.9823738925723737,0.020916373518819434,0.9774440784502475,0.02026779524503952,25.60135892763311,18.56844021791204
True,-0.5230400949021213,0.009876879745368945,-0.5248335230709283,0.009956714924941075,13.804280431372943,16.876816107645592
True,0.19983038948353501,0.009783445074456642,0.21109936596386583,0.00991424699270265,5.552473039260688,16.872205036118622
True,0.9367177010847004,0.04860214564049816,0.9251113639460546,0.04685105670779465,23.947168883322306,20.828553916701782
True,0.767705040173231,0.006554070918702389,0.7759181867887961,0.00655741296989301,20.435714698395113,16.504814060265495
True,0.8585614877112995,0.025564053242692245,0.8479341632509226,0.02606403962160525,22.15496491161283,19.933421761411385
True,-0.5759889413890863,0.02943651930976747,-0.5756261565918602,0.029840094284788878,15.015582572902462,20.562897474290075
True,-0.2213334379613749,0.024533606914908305,-0.22658834473934436,0.023289891333502042,5.927320100781748,19.30222245081628
True,-0.38749682850579864,0.006119058634462732,-0.3828080961716171,0.007213654620823161,10.079602953070902,16.578466163874833
True,0.2700082804225737,0.039645805194351326,0.2704948171288328,0.038650390609680875,7.028493813035244,20.941451959583926
True,-0.31022555620581277,0.0076104697364366425,-0.30633339821956557,0.008181093746831293,8.062904903095989,16.684892411520497
True,-0.08495589212455015,0.032441841102956864,-0.09511640698161337,0.021229948402115277,2.4903028496462993,18.799109643967473
True,0.9461441850770752,0.03798772788525761,0.9320323386536813,0.03872010922099334,24.217013671275005,20.940878349023354
True,0.23003270199231812,0.04985196846185859,0.22756080663205627,0.047581385660296814,5.888549163539536,20.82303538425005
True,0.35552241224312225,0.03840134445657701,0.35413556596997003,0.03138511467985163,9.23162788549411,20.725697369565697
True,-0.34415748647958905,0.025569735712940554,-0.34167320269334145,0.02539949801831696,8.929827391858387,19.791855783828307
True,0.23926150100647756,0.017522324884237172,0.23445584840853181,0.019385678840436273,6.143153386152353,18.364257685445825
True,0.057037754189519264,0.025253788953333044,0.06033797480785381,0.029403203695414822,1.5742541693389587,20.506865843272557
True,0.37283796841338734,0.02501344798222472,0.3847276014782391,0.02432034314641498,10.059694233110294,19.547557969515502
True,0.44687585344716735,0.022181753006582466,0.4590405277617777,0.021480620487504477,12.017169975159451,18.860111794394182
True,-0.21210129943866302,0.020981380622194883,-0.18843305250040565,0.024239615644657705,4.927236264848304,19.52869120248017
True,-0.4119718468865048,0.03380079472109302,-0.4140401934061267,0.033122553089692336,10.784980647151746,20.848030627794625
True,0.4372060809513416,0.029199834993229035,0.46070575017263354,0.027165410237907275,12.031714968436484,20.149707406275137
True,-0.2990512245374508,0.03559802241436708,-0.29682262251375185,0.03178051144825119,7.736249131694848,20.758879498566888
True,0.6835311473465838,0.007046064728440587,0.6714734316476171,0.0068811609897977445,17.682665208998127,16.5412953028777
True,-0.7777791050263887,0.014138240820654489,-0.7834174638243374,0.014271623671271456,20.56997918653041,17.407102734886905
True,0.5128122812729831,0.017367516375580146,0.521321023812611,0.01648225276035253,13.675870078164996,17.768547388505944
True,-0.27805600172368966,0.03747069754367317,-0.27418176991594573,0.03683459633563037,7.130131166625712,20.945692480108416
True,-0.23360512424769292,0.02085180504252879,-0.2347879858964982,0.02229659032186338,6.144384615507034,19.059850625440742
True,-0.3804661334627305,0.01963654624156058,-0.394830650826534,0.02208408102688905,10.333611987341829,19.007751522522874
True,0.16799994181820072,0.00358445810792115,0.14334999779385757,0.005000000000000001,3.7777661287899025,16.327653395181116
True,-0.37470709625116116,0.012696886782120605,-0.36977796357707005,0.012805093307461485,9.714909423435607,17.20707710225306
True,0.4477317180900548,0.02581866619343768,0.42670813573269845,0.0288617512360032,11.135686837245036,20.43116143056377
True,-0.21490709983937858,0.030687321204357357,-0.21927105432361108,0.031088713665306203,5.71671320187379,20.69862177419727
True,0.16222766606956812,0.016772628871281732,0.16583917462811798,0.015203384705227082,4.352747390696699,17.549873130653626
True,-0.11608268257195924,0.012923701460479128,-0.10399365811705769,0.014099605217690192,2.730723380311327,17.382163678944494
True,-0.5265796501331388,0.03038900551649077,-0.5365500584399178,0.02926321342833143,13.99976531907283,20.487958221104893
True,0.7706048093301501,0.033603169120105705,0.7652888026697983,0.03357365841292265,19.93038221500082,20.87050438320134
True,-0.5524225236701015,0.028485882135729126,-0.5616066466677722,0.02923127284638385,14.653749599753521,20.483579194613014
True,-0.1295746613969063,0.013625809359270309,-0.12165497314688112,0.011705936719002476,3.1975634980712653,17.07294564766557
True,-0.43227947515288134,0.02633419004047911,-0.4432794110167399,0.02593170620291259,11.582733368145393,19.905846673271196
True,0.05346140662082347,0.011422322817293854,0.06337708401218282,0.008355491330421488,1.6680136406525436,16.703841993968386
True,-0.0628058645244418,0.025549578921705562,-0.07472184228111538,0.022380416093130538,1.955396309249652,19.08039758001135
True,0.28242254413043744,0.011972721773983277,0.3063788127924445,0.011190271594770788,8.054481448668701,17.013447555041118
True,0.4467943155179183,0.006400690541757615,0.4482114885216436,0.006365442630424152,11.80563801868899,16.48306311269176
True,-0.4033071107355858,0.01180112085497118,-0.40892192222352775,0.010598958389068765,10.752802567285281,16.94716900566497
True,0.41046341526137003,0.020952950374483602,0.4041760143154189,0.019428119620858896,10.589932240089485,18.373880045829427
True,-0.22723980809879968,0.023396932918675326,-0.21344959007582287,0.029664649696690158,5.568396139972502,20.5409370861046
True,-0.4511277463847727,0.024165895460490177,-0.4280135638559828,0.025721613002497527,11.184845807503548,19.861425114455127
True,0.1992852874009611,0.003975726104421458,0.18856289210767962,0.005915079856698654,4.967513171230093,16.431780769919076
True,-0.10595265151678625,0.051208928578752484,-0.11724750968557045,0.04758983214216796,3.0339801713839063,20.822981349564945
True,-0.5310203488021943,0.02620703564602916,-0.5633630622794079,0.027045107477147758,14.713456728305479,20.127293716152362
True,0.1418286692471621,0.017218039591204114,0.15063969233922203,0.015264942089030639,3.9537106178406645,17.559782092583532
True,-0.27282473244397737,0.022050243543660815,-0.2833238957725095,0.02171016283121086,7.41639098676645,18.916174233486768
True,-0.1365917604326899,0.02105939515644881,-0.1289068177234134,0.027747977363783163,3.3656652646790266,20.253769719292674
True,-0.1418269400365034,0.007578279109171391,-0.139333251555656,0.006993127871827623,3.6690583578358327,16.553847285604128
True,-0.11815093310516246,0.03954658768355867,-0.12728514404352842,0.028373088029101896,3.3224282420952163,20.356891164820993
True,-0.08740538203015816,0.038692052415886004,-0.08093633134825763,0.05285223657426044,2.0891130352279133,20.83898238755901
True,-0.8023090481915587,0.034223736244858326,-0.8103547618728508,0.03419606684978664,21.098213379392117,20.89596469922337
True,-0.19743039679388863,0.008963323807887924,-0.16291930237462593,0.010504879000778846,4.284203481047153,16.93677522918684
True,-0.7268396228578177,0.028929577975142805,-0.7486531353803614,0.02859186644089025,19.53968069033217,20.390837249315815
True,0.40609731799154836,0.011329813868032218,0.4098494193099262,0.01115534917773825,10.774800490528143,17.00948099409275
True,-0.3595803606245451,0.022265893600588366,-0.37755938736398337,0.02307399339262566,9.877468487294644,19.249849515241504
True,-0.13761078148583086,0.0064947168370944955,-0.15475804055302556,0.005000000000000001,4.078407343959969,16.327653395181112
True,0.3322584912481347,0.010777419669186463,0.34384159618434124,0.010151833591282551,9.043092104629963,16.898056540088238
True,0.443986261316574,0.00856966197659227,0.4287378162501671,0.008211306693418408,11.284538742809012,16.688179478774007
True,-0.7507102657313632,0.05287131704093226,-0.7587483114094544,0.053948610646552674,19.574273077757642,20.85568018555673
True,-0.25191295216447923,0.0070450125344878175,-0.2357601895772067,0.007427115408366259,6.207209632146249,16.602164190780698
True,0.3564659999355056,0.021278202487084796,0.35160442137818115,0.02250934106521813,9.20063920830349,19.111984499285512
True,0.5048912143344509,0.021960214198630926,0.5059214329281166,0.021498706313511227,13.244359584061263,18.864522826681842
True,-0.21270950589928148,0.022577974644586628,-0.18813209236937836,0.028887255246375854,4.90957811390128,20.434883096739053
True,-0.20559333051677628,0.01004803473410597,-0.2144444465209213,0.009799499277587186,5.640714438600443,16.859764222967765
True,-0.6974910284852093,0.015979762997428076,-0.686500930840222,0.015474011879218168,18.01646671792687,17.593893299168563
True,-0.2897578957179129,0.018276532025969624,-0.29963178194782175,0.01640248714717062,7.860529048142145,17.754108394698278
True,-0.21388387304346249,0.01881777964788183,-0.20855937108514108,0.018835347691792338,5.465866076431707,18.241583555796993
True,0.526796288358646,0.01137933662730812,0.5635251473330528,0.012212312595943438,14.808615995681366,17.133347485981336
True,0.7186792596385837,0.03240082191796392,0.7277782195443789,0.031764186092483146,18.968614690376576,20.757574626968196
True,-0.394720161048054,0.0030927037470567524,-0.4028727378751143,0.005000000000000001,10.61708410729166,16.327653395181112
True,0.46781187174292066,0.01128122834359835,0.439800357713678,0.010514289984226733,11.565156101370242,16.937813354225415
True,0.435031414937756,0.01660827166532503,0.42859928551890186,0.016633448298522185,11.242794961157966,17.796211470371944
True,-0.5987181159872401,0.0147438449948054,-0.6129741338144716,0.01588947282729275,16.084111633918884,17.663805644250967
True,0.12136119030999955,0.008322550171115226,0.12111410968284061,0.011679254271208594,3.1833815144099264,17.069820785581307
True,0.1211758806257324,0.03397483728384297,0.13605815636903562,0.027863415520349585,3.552204891524611,20.273488745479728
True,0.07399376265616153,0.011162005855262981,0.06661919791343404,0.009654050627774842,1.7524424634443414,16.844027555106514
True,0.3348973282946955,0.03146940854805294,0.3116873611911665,0.03402338698581553,8.115643263210474,20.889516954346128
True,0.20765027065807323,0.03500483130343824,0.19483402530294647,0.045787107260126685,5.045934554457255,20.839381778027892
True,0.37237837634168963,0.015164824000146083,0.34866640303512986,0.014664800787539876,9.153379625899996,17.465729932136323
True,0.14967633735318703,0.02080281994614069,0.15239378442306492,0.020972301545776922,3.9903478083356347,18.73672889365421
True,0.5526814243365499,0.039077591001413,0.5705134246443562,0.03816275939783754,14.82739914235831,20.94473220109111
True,0.09787695846735917,0.020012808471569027,0.12498925604013295,0.01428597181885757,3.281789812768603,17.409202135474963
True,-0.5770374181465581,0.018793593263433748,-0.5687669584752101,0.01893873026094346,14.905448907931579,18.264320107498957
True,0.3103917435257216,0.01559105284931214,0.3087307006817459,0.015661956817549973,8.101679357220409,17.625166821519468
True,-0.3318638919062802,0.03923466078413213,-0.3189364843192446,0.04321888007292944,8.269889151021452,20.87589999348076
True,-0.3180845332609947,0.008565576255119896,-0.31722224911213526,0.00836838726970209,8.34889072217615,16.705241007059026
True,-0.058441933837216145,0.0288123582974831,-0.05666644935457222,0.0248445678978272,1.481360464930863,19.66820583085825
True,0.7387150162668453,0.04413419041265531,0.7494221965959554,0.043218993172739896,19.43220193928463,20.87589817016694
True,0.37913347899237493,0.03176112176828537,0.4010300235065752,0.0313435185995806,10.454265997504075,20.722012800628473
True,-0.5082953061763227,0.029163194182808348,-0.49580124822513705,0.031175876412971697,12.925761892536096,20.706782889296388
True,0.4459488589303013,0.027879376056544305,0.46146586084118796,0.026977399605738826,12.052539203380123,20.11454333112086
True,0.37242106538138253,0.03984632758157533,0.38616096999719274,0.036103443515371765,10.045456783371602,20.939899998709972
True,0.17720805747826562,0.015876597446272653,0.1839642274472678,0.01382231803925002,4.831176959092302,17.342838213217494
True,0.12639664447570287,0.034085921223073724,0.13257280686731365,0.036735423091751665,3.4477259185986475,20.94520276174571
True,-0.4695274845783288,0.010975309543060011,-0.4666621764080278,0.010331106662301507,12.272419254429861,16.917665489477248
True,-0.1846565220061258,0.008993756035901053,-0.18881242041303914,0.009205786050756185,4.967662133475717,16.795669487361046
True,0.7174635814919357,0.010682151493888334,0.6734716643767981,0.011545403559480166,17.702578870887933,17.05422520022161
True,0.42131309813802753,0.023522665397228013,0.4098792731270345,0.023549823962302718,10.720846681252088,19.364913871534895
True,-0.3362741251038184,0.01902624621466966,-0.35989556956245944,0.02116727589006906,9.422900622516414,18.78390275342092
True,0.4595293305371158,0.031081028830557914,0.46590438452396066,0.03359281556864907,12.133424286245438,20.871381747440736
True,0.3172315848177944,0.030973922810446516,0.316805278516993,0.03137712738319003,8.258528535415454,20.724992751380857
True,-0.13474479079463964,0.0069521117348128195,-0.1373084725277516,0.007307142911034426,3.61529484832417,16.588861035102475
True,0.6141904641798646,0.0088072172474194,0.584179689750881,0.00884369236425203,15.37199113918483,16.756638676972802
True,-0.6160183610859203,0.006110773853929952,-0.6307700678375175,0.005843010116166493,16.617514685809695,16.423553751213163
True,-0.2971689537419526,0.025550453999516314,-0.2884660637269258,0.02675882064256223,7.534847057729158,20.072724930925776
True,-0.07168360692365741,0.0031837938489834967,-0.08434757323431138,0.005000000000000001,2.2228490416053637,16.327653395181116
True,0.48085696386183685,0.02714280410750364,0.47305105713488427,0.027775951816088638,12.350877538526554,20.258576069264524
True,-0.265803942511396,0.012061521436112712,-0.26213142146911944,0.010962623478572865,6.891875178718582,16.987717069619368
True,0.31985594244895077,0.026805025654607417,0.3209852188316238,0.026968163829608212,8.383506999842187,20.112796579379317
True,0.09613706822742547,0.023241464069250276,0.09867271585393164,0.02226882358798892,2.5822879712183138,19.053043595533808
True,0.47998478513606063,0.012355803805792372,0.47938560606441116,0.012568644185410637,12.595749464188819,17.177241191353847
True,0.21833646756489997,0.02853713181988685,0.20884093759376599,0.028317633743321913,5.45134830027483,20.348108736199517
True,0.45448995719777324,0.04279306032861331,0.4539468185089891,0.043661607777337574,11.768239008862588,20.868857288817534
True,-0.7810537590937815,0.021735007409358482,-0.7584531648505606,0.022505892639217363,19.84691779988435,19.111139935689916
True,-0.4919764254183641,0.008145313074041458,-0.4900817680417594,0.007909466284471029,12.900667166780599,16.65525158658889
True,0.27526229095365884,0.040802558593813404,0.2507119778544584,0.04226351586172748,6.5037220999094725,20.891557617706695
True,-0.5212856870890772,0.008487601685162938,-0.5399969044134886,0.008452087563655815,14.21157050555943,16.714314410580823
True,-0.19585378791549518,0.01212420930238515,-0.18586599459034067,0.01264504357873188,4.883437412715352,17.18681706096297
True,-0.6576164986207051,0.03585505183156757,-0.6429695166336498,0.036980625686126326,16.71940567793802,20.94625633139759
True,-0.17342314284965293,0.014479887196934148,-0.16817795389200907,0.012519820045303354,4.418924785700437,17.171152987309938
True,-0.7872548991443264,0.026070588737326168,-0.794577802653427,0.025788728342187497,20.76330351612764,19.875700008697983
True,-0.12859854078373936,0.008651055264451526,-0.11181309269112327,0.01323731766628726,2.9370733177863677,17.263219621656642
True,-0.3882857190903748,0.009329853605090727,-0.3912741857178748,0.008645347151378336,10.296719574003568,16.73522429471633
True,0.438515134175403,0.026717966954917884,0.4489565074639202,0.026348205279901254,11.728984236562157,19.991533880478276
True,0.3787655154065208,0.008233556741859145,0.39296960315152935,0.007623613983198204,10.345497672653668,16.623865809494788
True,0.4741189786337479,0.021671466268729223,0.47138887191577167,0.02177268918767215,12.338925877340365,18.93147069902345
True,0.9459725804876588,0.028526990975560062,0.9565217327133264,0.0282771569222868,24.968401078135678,20.341653030230983
True,-0.35074039287021286,0.009973496749810079,-0.36441222447154653,0.009441747506715477,9.586804070771887,16.82110624215723
True,-0.07443349522153661,0.012590960878803334,-0.07543621939402737,0.013815353705968769,1.9810740167398524,17.341864097805637
True,-0.44531186268223005,0.028015945430857746,-0.45514094477849437,0.0278747156393099,11.882757030644301,20.275402723560735
True,0.6394798836174507,0.014596656202499357,0.6456112621346609,0.014288017247818197,16.95152667190415,17.409501662895977
True,0.2357636745332522,0.023080031159163513,0.24756842990795763,0.02357213021214929,6.475365622548231,19.37027251401221
True,0.12663848226951174,0.016149346207136317,0.13019612743013256,0.016767926835311496,3.4150494083931706,17.821141307359788
True,-0.3947514812953033,0.008442021592565635,-0.3882097198891814,0.007705944361997963,10.21985617624293,16.632927199863403
True,-0.4279549363091998,0.00535957860475362,-0.4178397730793245,0.005885383088538699,11.00772573987608,16.428391121127298
True,-0.19926057384373375,0.04412768045090073,-0.22977003768190518,0.034388400575236705,5.981729993108991,20.902613348042795
True,0.3384761041525165,0.01930842552917085,0.34161689867918227,0.02069311797583281,8.946094026698383,18.669591110824914
True,0.4249243888507801,0.013817310595394334,0.4153995559552342,0.013794317653434387,10.909139811581912,17.3389257160776
True,-0.3212357074789211,0.016124438918512132,-0.3243000211035724,0.0164117888075861,8.507642347183818,17.755786624851982
True,-0.3792874926641056,0.02436415984673068,-0.3729723669465387,0.02541046647225128,9.747803631753776,19.794252673812235
True,0.25972825694320606,0.009312702402227422,0.25785440527183634,0.008934133110525199,6.784888356549676,16.766392298486245
True,0.712433054495318,0.005412878158364582,0.7299860342341287,0.005782074885844368,19.231796582083998,16.416596113753684
True,-0.4960091028208661,0.03718727897339713,-0.5096871242515091,0.03795102547260264,13.247816395327282,20.94572196089489
True,-0.21319726528766275,0.01601956519339113,-0.18099720592043103,0.014157391769357,4.752614239279459,17.39049435272983
True,-0.24202940870709436,0.003968783076247565,-0.2366591718437926,0.0063703819916004645,6.233457191007767,16.48362374035382
True,-0.28623034458800906,0.017239997368437947,-0.2672264444095355,0.021562860764970118,6.9954498882958385,18.88017890140133
True,-0.4495835014993692,0.03554982156991809,-0.444576069046103,0.036166548477351894,11.564720081121624,20.94060821556159
True,-0.34258943182306617,0.009384763757409053,-0.34207034436076217,0.0092568462143259,8.999702202842608,16.801172006342433
True,-0.4040512092458831,0.0038731301945254828,-0.3970707534023153,0.005000000000000001,10.464181834822673,16.327653395181116
